canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,class_score,margin,seed_sim,rank_score,needs_review,review_reason,source,matched_query,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:anapproachtoguidethesearchforpotentiallyhazardousscenariosforautonomousvehiclesafetyvalidation,W4379055662,10.3390/app13116717,An Approach to Guide the Search for Potentially Hazardous Scenarios for Autonomous Vehicle Safety Validation,2023,2023-05-31,Applied Sciences,article,1,Trajectory-related,0.7218,0.4061,0.6979,0.6979,False,,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:monovideobasedaicorridorformodelfreedetectionofcollisionrelevantobstacles,W4367000422,10.48550/arxiv.2304.12219,Mono Video-Based AI Corridor for Model-Free Detection of Collision-Relevant Obstacles,2023,2023-04-24,arXiv (Cornell University),preprint,0,Trajectory-related,0.6996,0.2068,0.6977,0.6977,True,near relevance floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:videoanomalydetectionbasedonattentionmechanism,W4321093365,10.3390/sym15020528,Video Anomaly Detection Based on Attention Mechanism,2023,2023-02-16,Symmetry,article,16,Perception-related,0.7167,0.4553,0.6976,0.6976,False,,auto-discovered,"""anomaly detection"" ""autonomous vehicle""",,,,,,,,,
title:diluaknowledgedrivenapproachtoautonomousdrivingwithlargelanguagemodels,W4387221829,10.48550/arxiv.2309.16292,DiLu: A Knowledge-Driven Approach to Autonomous Driving with Large Language Models,2023,2023-09-28,arXiv (Cornell University),preprint,39,Knowledge-driven,0.6449,0.2116,0.6976,0.6976,True,near relevance floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:irisktowardsresponsibleaipoweredautomateddrivingbyassessingcrashriskandprevention,W4411352694,10.3390/electronics14122433,iRisk: Towards Responsible AI-Powered Automated Driving by Assessing Crash Risk and Prevention,2025,2025-06-14,Electronics,article,5,Knowledge-driven,0.7015,0.3412,0.6774,0.6974,False,,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:analyzingrearendcollisionriskrelevanttoautonomousvehiclesbyusingahumanlikebrakemodel,W4396633194,10.1061/jtepbs.teeng-8250,Analyzing Rear-End Collision Risk Relevant to Autonomous Vehicles by Using a Humanlike Brake Model,2024,2024-05-03,Journal of Transportation Engineering Part A Systems,article,7,Trajectory-related,0.6915,0.3127,0.6874,0.6974,False,,auto-discovered,"""critical scenario"" ""automated driving""",,,,,,,,,
title:efficientgenerationofsafetycriticalscenarioscombiningdynamicandstaticscenarioparameters,W4397026428,10.1109/tiv.2024.3402221,Efficient Generation of Safety-Critical Scenarios Combining Dynamic and Static Scenario Parameters,2024,2024-05-17,IEEE Transactions on Intelligent Vehicles,article,8,Trajectory-related,0.7149,0.2937,0.6873,0.6973,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:killingitwithzeroshotadversariallyrobustnoveltydetection,W4406880273,10.48550/arxiv.2501.15271,Killing it with Zero-Shot: Adversarially Robust Novelty Detection,2025,2025-01-25,arXiv (Cornell University),preprint,0,Perception-related,0.7383,0.4558,0.6772,0.6972,False,,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:aloodexploitinglanguagerepresentationsforlidarbasedoutofdistributionobjectdetection,W7134860512,,ALOOD: Exploiting Language Representations for LiDAR-based Out-of-Distribution Object Detection,2026,2026-03-09,arXiv (Cornell University),preprint,0,Perception-related,0.7214,0.4116,0.6672,0.6972,True,near seed-sim floor; current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:identificationofcriticalscenariocomponentsbasedondrivingdatabaseanalysisforsafetyassessmentofautomateddrivingsystems,W4387116742,10.3390/app131910770,Identification of Critical Scenario Components Based on Driving Database Analysis for Safety Assessment of Automated Driving Systems,2023,2023-09-27,Applied Sciences,article,0,Trajectory-related,0.7625,0.3659,0.6972,0.6972,False,,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:derivingenvironmentalriskprofilesforautonomousvehiclesfromsimulatedtrips,W4360770827,10.1109/access.2023.3261245,Deriving Environmental Risk Profiles for Autonomous Vehicles From Simulated Trips,2023,2023-01-01,IEEE Access,article,4,Trajectory-related,0.7061,0.2437,0.6971,0.6971,False,,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:identifyingandexplainingsafetycriticalscenariosforautonomousvehiclesviakeyfeatures,W4390751597,10.1145/3640335,Identifying and Explaining Safety-critical Scenarios for Autonomous Vehicles via Key Features,2024,2024-01-11,ACM Transactions on Software Engineering and Methodology,article,21,Trajectory-related,0.7499,0.3174,0.6869,0.6969,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:opensetanomalysegmentationincomplexscenarios,W4416904143,10.1109/tip.2026.3693134,Open-Set Anomaly Segmentation in Complex Scenarios,2026,2026-01-01,IEEE Transactions on Image Processing,article,0,Perception-related,0.7143,0.3703,0.6668,0.6968,True,near seed-sim floor,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:allyouneedforobjectdetectionfrompixelspointsandpromptstonextgenfusionandmultimodalllmsvlmsinautonomousvehicles,W7133353378,10.1016/j.imavis.2026.105944,"All you need for object detection: From pixels, points, and prompts to Next-Gen fusion and multimodal LLMs/VLMs in autonomous vehicles",2026,2026-03-03,Image and Vision Computing,article,4,Perception-related,0.6121,0.2087,0.6666,0.6966,True,near seed-sim floor; near relevance floor,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:llmattackerenhancingclosedloopadversarialscenariogenerationforautonomousdrivingwithlargelanguagemodels,W4411550852,10.1109/tits.2025.3578383,LLM-Attacker: Enhancing Closed-Loop Adversarial Scenario Generation for Autonomous Driving With Large Language Models,2025,2025-06-23,IEEE Transactions on Intelligent Transportation Systems,article,25,Trajectory-related,0.5859,0.3085,0.6759,0.6959,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:alanechangestrategytoenhancetrafficsafetyinthecoexistenceofautonomousvehiclesandmanualvehicles,W4402513592,10.1155/2024/6126204,A Lane Change Strategy to Enhance Traffic Safety in the Coexistence of Autonomous Vehicles and Manual Vehicles,2024,2024-01-01,Journal of Advanced Transportation,article,4,Trajectory-related,0.7118,0.3021,0.6859,0.6959,False,,auto-discovered,"""surrogate safety"" ""automated driving""",,,,,,,,,
title:instancespaceanalysisoftestingofautonomousvehiclesincriticalscenarios,W4403222332,10.1145/3699596,Instance Space Analysis of Testing of Autonomous Vehicles in Critical Scenarios,2024,2024-10-08,ACM Transactions on Software Engineering and Methodology,article,3,Trajectory-related,0.6755,0.3382,0.6858,0.6958,False,,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:riskscenariogenerationforautonomousdrivingsystemsbasedoncausalbayesiannetworks,W4399115267,10.48550/arxiv.2405.16063,Risk Scenario Generation for Autonomous Driving Systems based on Causal Bayesian Networks,2024,2024-05-25,arXiv (Cornell University),preprint,1,Trajectory-related,0.7131,0.3324,0.6857,0.6957,False,,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:towardafullstackcosimulationplatformfortestingofautomateddrivingsystems,W4416104268,10.48550/arxiv.2507.06884,Toward a Full-Stack Co-Simulation Platform for Testing of Automated Driving Systems,2025,2025-07-09,arXiv (Cornell University),preprint,0,Trajectory-related,0.5945,0.2998,0.6756,0.6956,False,,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:scenepilotcontrollableboundarydrivencriticalscenariogenerationforautonomousdriving,W7162150231,,ScenePilot: Controllable Boundary-Driven Critical Scenario Generation for Autonomous Driving,2026,2026-05-20,arXiv (Cornell University),preprint,0,Trajectory-related,0.6571,0.2955,0.6653,0.6953,True,near seed-sim floor; current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
title:adaptivemultipromptcontrastivenetworkforfewshotoutofdistributiondetection,W4416959341,10.48550/arxiv.2506.17633,Adaptive Multi-prompt Contrastive Network for Few-shot Out-of-distribution Detection,2025,2025-06-21,arXiv (Cornell University),preprint,0,Perception-related,0.7217,0.5422,0.6752,0.6952,False,,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:lmmenhancedsafetycriticalscenariogenerationforautonomousdrivingsystemtestingfromnonaccidenttrafficvideos,W4399794618,10.48550/arxiv.2406.10857,LMM-enhanced Safety-Critical Scenario Generation for Autonomous Driving System Testing From Non-Accident Traffic Videos,2024,2024-06-16,arXiv (Cornell University),preprint,2,Trajectory-related,0.7302,0.4059,0.6852,0.6952,False,,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:riskmanagementcoretowardanexplicitrepresentationofriskinautomateddriving,W4392397341,10.1109/access.2024.3372860,Risk Management Core—Toward an Explicit Representation of Risk in Automated Driving,2024,2024-01-01,IEEE Access,article,9,Knowledge-driven,0.7262,0.3731,0.6852,0.6952,False,,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:potholedetectionforautonomousvehiclesusingdeeplearningarobustandefficientsolution,W4390918800,10.3389/fbuil.2023.1323792,Pothole detection for autonomous vehicles using deep learning: a robust and efficient solution,2024,2024-01-16,Frontiers in Built Environment,article,43,Perception-related,0.6559,0.2546,0.685,0.695,False,,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:evaluationofautonomousdrivingsafetybyoperationaldesigndomainsoddinmixedtraffic,W4404089951,10.3390/su16229672,Evaluation of Autonomous Driving Safety by Operational Design Domains (ODD) in Mixed Traffic,2024,2024-11-06,Sustainability,article,13,Trajectory-related,0.6977,0.2821,0.6848,0.6948,False,,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:cornercasedetectioninautonomousdrivingwithdeeplearning,W7114925164,10.1109/tvt.2025.3643899,Corner Case Detection in Autonomous Driving With Deep Learning,2025,2025-12-12,IEEE Transactions on Vehicular Technology,article,0,Perception-related,0.6408,0.2874,0.6744,0.6944,False,,auto-discovered,"""corner case"" ""self-driving""",,,,,,,,,
title:autonomousvehiclesafetyperformanceinmixedtrafficinsightsfromnhtsacrashdata,W7167065300,10.7922/g20c4t5s,Autonomous Vehicle Safety Performance in Mixed Traffic: Insights from NHTSA Crash Data,2026,2026-07-02,eScholarship (California Digital Library),article,0,Knowledge-driven,0.7059,0.3598,0.6642,0.6942,True,near seed-sim floor,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:empoweringautonomousdrivingwithlargelanguagemodelsasafetyperspective,W4389362511,10.48550/arxiv.2312.00812,Empowering Autonomous Driving with Large Language Models: A Safety Perspective,2023,2023-11-28,arXiv (Cornell University),preprint,7,Trajectory-related,0.6666,0.2429,0.6941,0.6941,False,,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:asurveyofscenariogenerationforautomatedvehicletestingandvalidation,W4405704289,10.3390/fi16120480,A Survey of Scenario Generation for Automated Vehicle Testing and Validation,2024,2024-12-23,Future Internet,article,15,Trajectory-related,0.6839,0.3642,0.6836,0.6936,False,,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:realistic3dsimulatorsforautomotiveareviewofmainapplicationsandfeatures,W4402408888,10.3390/s24185880,Realistic 3D Simulators for Automotive: A Review of Main Applications and Features,2024,2024-09-10,Sensors,article,19,Trajectory-related,0.5866,0.2596,0.6835,0.6935,False,,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:clusteringbasedcriticalityanalysisfortestingofautomateddrivingsystems,W4381827196,10.48550/arxiv.2306.12738,Clustering-based Criticality Analysis for Testing of Automated Driving Systems,2023,2023-06-22,arXiv (Cornell University),preprint,0,Knowledge-driven,0.6659,0.301,0.6934,0.6934,False,,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:fromdashcamvideostodrivingsimulationsstresstestingautomatedvehiclesagainstrareevents,W4404987066,10.48550/arxiv.2411.16027,From Dashcam Videos to Driving Simulations: Stress Testing Automated Vehicles against Rare Events,2024,2024-11-25,arXiv (Cornell University),preprint,0,Trajectory-related,0.6767,0.4127,0.6831,0.6931,False,,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:unsupervisedanomalydetectionforcarscansensorstimeseriesusingsmallrecurrentandconvolutionalneuralnetworks,W4378072201,10.3390/s23115013,Unsupervised Anomaly Detection for Cars CAN Sensors Time Series Using Small Recurrent and Convolutional Neural Networks,2023,2023-05-23,Sensors,article,20,Perception-related,0.6659,0.3413,0.693,0.693,False,,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:memorybaseddistributionshiftdetectionforlearningenabledcyberphysicalsystemswithstatisticalguarantees,W4391566299,10.1145/3643892,Memory-based Distribution Shift Detection for Learning Enabled Cyber-Physical Systems with Statistical Guarantees,2024,2024-02-06,ACM Transactions on Cyber-Physical Systems,article,6,Perception-related,0.7247,0.3011,0.6829,0.6929,False,,auto-discovered,"""anomaly detection"" ""self-driving""",,,,,,,,,
title:enhancingsafetyassessmentofautomateddrivingsystemswithkeyenablingtechnologyassessmenttemplates,W4389687150,10.3390/vehicles5040098,Enhancing Safety Assessment of Automated Driving Systems with Key Enabling Technology Assessment Templates,2023,2023-12-13,Vehicles,article,4,Knowledge-driven,0.697,0.3644,0.6927,0.6927,False,,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:enhancingautonomousdrivingsafetyanalysiswithgenerativeaiacomparativestudyonautomatedhazardandriskassessment,W4404344203,10.48550/arxiv.2410.23207,Enhancing Autonomous Driving Safety Analysis with Generative AI: A Comparative Study on Automated Hazard and Risk Assessment,2024,2024-10-30,arXiv (Cornell University),preprint,1,Trajectory-related,0.7272,0.3248,0.6825,0.6925,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:plausiblehighriskscenariogenerationforverificationofmulticavcooperationviabidirectionalandautoregressivetransformers,W7130694921,10.1109/tits.2026.3664834,Plausible High-Risk Scenario Generation for Verification of Multi-CAV Cooperation via Bidirectional and Auto-Regressive Transformers,2026,2026-02-20,IEEE Transactions on Intelligent Transportation Systems,article,0,Trajectory-related,0.6985,0.3761,0.662,0.692,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""automated vehicle""",,,,,,,,,
title:developingcosteffectivesolutionsforautonomousvehiclesoftwaretestingusingsimulatedenvironmentsusingaitechniques,W4400287839,10.53555/kuey.v30i6.6501,Developing Cost-Effective Solutions For Autonomous Vehicle Software Testing Using Simulated Environments Using AI Techniques,2024,2024-06-01,,article,6,Trajectory-related,0.5957,0.2868,0.6814,0.6914,False,,auto-discovered,"""edge case"" ""autonomous vehicle""",,,,,,,,,
title:hierarchicalvisualcategoriesmodelingajointrepresentationlearninganddensityestimationframeworkforoutofdistributiondetection,W4402705868,10.48550/arxiv.2408.15580,Hierarchical Visual Categories Modeling: A Joint Representation Learning and Density Estimation Framework for Out-of-Distribution Detection,2024,2024-08-28,arXiv (Cornell University),preprint,0,Perception-related,0.7051,0.471,0.6813,0.6913,False,,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
